"age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","previous","poutcome","euribor3m","new_pdays","emp_var_rate","cons_price_idx","cons_conf_idx","nr_employed","subscribe"
56,"blue collar","single","basic 9y","no","no","no","cellular","jul","mon",2,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
51,"admin","married","university degree","no","yes","no","cellular","jul","fri",5,0,"non existent",0.921,0,-2.9,92.469,-33.6,5076.2,"1"
53,"blue collar","married","basic 4y","no","no","yes","cellular","jul","thu",1,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
25,"technician","single","professional course","no","yes","no","cellular","jul","thu",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
33,"management","married","university degree","no","no","yes","cellular","nov","wed",1,1,"failure",4.12,0,-0.1,93.2,-42,5195.8,"0"
41,"blue collar","married","basic 9y","no","no","no","telephone","may","mon",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
28,"services","single","university degree","no","no","no","cellular","jul","thu",2,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
48,"management","married","basic 9y","no","yes","no","cellular","may","tue",1,0,"non existent",1.291,0,-1.8,92.893,-46.2,5099.1,"1"
28,"blue collar","single","basic 9y","no","yes","no","cellular","jul","fri",2,0,"non existent",4.957,0,1.4,93.918,-42.7,5228.1,"0"
43,"services","married","basic 9y","no","no","no","telephone","jun","thu",1.31828716706132,0,"non existent",4.866,0,1.4,94.465,-41.8,5228.1,"0"
29,"management","single","university degree","no","no","no","telephone","may","wed",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
36,"blue collar","divorced","high school","no","yes","no","telephone","jun","wed",1,0,"non existent",4.959,0,1.4,94.465,-41.8,5228.1,"0"
30,"admin","single","university degree","no","yes","no","cellular","jul","thu",2.6156371252076,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"1"
49,"admin","single","basic 6y","no","yes","yes","cellular","apr","fri",2,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
55,"admin","married","high school","no","no","no","telephone","may","thu",1,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
34,"management","single","university degree","no","yes","yes","cellular","nov","thu",2,0,"non existent",4.076,0,-0.1,93.2,-42,5195.8,"0"
29,"management","married","university degree","no","yes","no","cellular","aug","thu",1,2,"success",0.873,4,-2.9,92.201,-31.4,5076.2,"0"
35,"admin","single","university degree","no","yes","yes","cellular","apr","thu",1,0,"non existent",1.365,0,-1.8,93.075,-47.1,5099.1,"0"
40,"technician","married","basic 9y","no","no","no","cellular","jul","mon",3,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
42,"housemaid","married","university degree","no","no","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
34,"admin","single","high school","no","yes","yes","telephone","jun","mon",1,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
47,"technician","married","high school","no","yes","no","cellular","nov","fri",3,1,"failure",4.021,0,-0.1,93.2,-42,5195.8,"0"
39,"admin","married","university degree","no","yes","no","cellular","aug","fri",4,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
55,"technician","married","basic 6y","no","yes","no","telephone","may","tue",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
44,"services","married","high school","no","yes","no","cellular","jul","wed",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
34,"blue collar","married","basic 6y","no","no","yes","telephone","jun","mon",1,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"0"
45,"admin","married","university degree","no","yes","no","cellular","aug","mon",1,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
50,"admin","married","university degree","no","yes","no","cellular","nov","mon",1,1,"success",0.714,3,-3.4,92.649,-30.1,5017.5,"1"
55,"self employed","married","basic 9y","no","yes","no","cellular","may","tue",1,0,"non existent",1.344,0,-1.8,92.893,-46.2,5099.1,"0"
28,"admin","married","high school","no","no","no","cellular","jul","tue",3,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
30,"technician","married","high school","no","no","no","cellular","aug","tue",1,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
32,"housemaid","married","basic 4y","no","yes","no","cellular","aug","mon",4,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
31,"management","married","university degree","no","yes","no","cellular","nov","wed",1,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
32,"services","married","high school","no","yes","no","cellular","may","thu",3.51156044740351,0,"non existent",1.266,0,-1.8,92.893,-46.2,5099.1,"0"
39,"blue collar","married","professional course","no","no","no","telephone","may","mon",5,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
24,"admin","single","high school","no","yes","yes","cellular","jul","thu",1,0,"non existent",4.958,0,1.4,93.918,-42.7,5228.1,"0"
57,"retired","married","professional course","no","yes","no","cellular","jun","mon",2,0,"non existent",1.266,0,-2.9,92.963,-40.8,5076.2,"1"
27,"technician","married","university degree","no","yes","no","cellular","may","fri",3,0,"non existent",1.25,0,-1.8,92.893,-46.2,5099.1,"0"
44,"admin","married","university degree","no","yes","no","cellular","aug","thu",2,0,"non existent",0.883,0,-2.9,92.201,-31.4,5076.2,"1"
32,"admin","married","university degree","no","yes","no","cellular","may","mon",2,0,"non existent",1.244,0,-1.8,92.893,-46.2,5099.1,"0"
37,"housemaid","married","university degree","no","yes","no","telephone","jun","fri",2,0,"non existent",4.967,0,1.4,94.465,-41.8,5228.1,"0"
29,"admin","married","university degree","no","no","no","cellular","nov","wed",3,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
31,"unemployed","single","university degree","no","yes","no","cellular","mar","tue",1,1,"success",0.646,10,-1.8,93.369,-34.8,5008.7,"1"
58,"blue collar","married","basic 4y","no","yes","no","cellular","jul","fri",4,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
32,"technician","single","professional course","no","yes","no","cellular","jul","thu",1,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
48,"services","married","basic 4y","no","yes","no","cellular","aug","thu",1,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
42,"blue collar","married","professional course","no","yes","no","cellular","may","fri",2,0,"non existent",1.313,0,-1.8,92.893,-46.2,5099.1,"0"
31,"admin","single","university degree","no","no","yes","cellular","nov","wed",2,6,"success",1.048,3,-1.1,94.767,-50.8,4963.6,"0"
41,"blue collar","married","basic 9y","no","no","no","telephone","jun","fri",3,0,"non existent",4.967,0,1.4,94.465,-41.8,5228.1,"0"
33,"self employed","single","basic 4y","no","yes","no","telephone","may","fri",2,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
45,"technician","married","professional course","no","no","no","telephone","jul","wed",5,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
30,"admin","married","university degree","no","no","no","cellular","aug","mon",1,0,"non existent",4.97,0,1.4,93.444,-36.1,5228.1,"0"
30,"admin","single","university degree","no","no","no","telephone","jul","wed",3,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
53,"self employed","married","basic 9y","no","yes","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
32,"blue collar","single","basic 6y","no","no","no","cellular","jul","tue",4,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
27,"admin","single","university degree","no","yes","no","cellular","apr","fri",1,1,"failure",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
46,"admin","married","high school","no","yes","no","cellular","jul","tue",6,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
29,"admin","single","university degree","no","no","no","cellular","aug","tue",4,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
43,"management","married","university degree","no","no","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
26,"admin","single","university degree","no","no","no","cellular","oct","fri",2,1,"failure",0.73,0,-3.4,92.431,-44.0313028305437,5017.5,"0"
47,"admin","married","university degree","no","yes","no","cellular","aug","tue",3,0,"non existent",4.965,0,1.4,93.444,-36.1,5228.1,"0"
39,"blue collar","married","basic 9y","no","no","no","telephone","may","tue",4,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"1"
29,"self employed","single","university degree","no","yes","yes","cellular","jul","thu",1.50129442174974,0,"non existent",4.968,0,1.4,93.918,-42.7,5228.1,"0"
33,"admin","single","university degree","no","no","no","cellular","jun","wed",1,1,"success",0.715,3,-1.7,94.055,-39.8,4991.6,"1"
56,"retired","married","high school","no","yes","yes","cellular","aug","tue",1,2,"success",0.883,3,-2.9,92.201,-31.4,5076.2,"0"
30,"technician","single","university degree","no","yes","no","cellular","jun","fri",2,0,"non existent",1.268,0,-2.9,92.963,-40.8,5076.2,"1"
32,"technician","married","university degree","no","no","yes","cellular","aug","thu",1,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
33,"services","married","professional course","no","no","no","cellular","oct","mon",1,3,"failure",0.977,0,-1.1,94.601,-49.5,4963.6,"0"
49,"technician","married","university degree","no","no","no","telephone","may","mon",3,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
33,"blue collar","married","basic 6y","no","yes","no","cellular","may","wed",1,1,"failure",1.281,0,-1.8,92.893,-46.2,5099.1,"0"
58,"self employed","married","university degree","no","no","no","cellular","nov","wed",1,0,"non existent",0.716,0,-3.4,92.649,-30.1,5017.5,"0"
37,"admin","married","professional course","no","yes","no","cellular","nov","wed",1,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
48,"housemaid","married","high school","no","no","no","cellular","jun","tue",1,0,"non existent",1.252,0,-2.9,92.963,-40.8,5076.2,"0"
39,"technician","married","basic 6y","no","no","no","cellular","apr","tue",3,0,"non existent",1.453,0,-1.8,93.075,-47.1,5099.1,"0"
53,"admin","single","basic 6y","no","yes","no","telephone","may","tue",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
59,"housemaid","married","basic 4y","no","no","yes","telephone","may","tue",1,0,"non existent",4.856,0,1.1,93.994,-36.4,5191,"0"
40,"admin","married","university degree","no","no","yes","telephone","may","mon",1,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
44,"blue collar","single","basic 9y","no","yes","yes","cellular","nov","tue",1,0,"non existent",4.153,0,-0.1,93.2,-42,5195.8,"0"
39,"technician","married","professional course","no","no","no","telephone","oct","thu",1,0,"non existent",4.921,0,-0.1,93.798,-40.4,5195.8,"1"
30,"self employed","married","university degree","no","yes","no","cellular","jun","fri",2,0,"non existent",1.268,0,-2.9,92.963,-40.8,5076.2,"0"
48,"admin","married","university degree","no","yes","no","cellular","aug","wed",2.7799886758388,0,"non existent",4.967,0,1.4,93.444,-36.1,5228.1,"0"
51,"technician","divorced","high school","no","yes","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
29,"admin","married","university degree","no","no","no","cellular","aug","fri",1,0,"non existent",4.964,0,1.4,93.444,-36.1,5228.1,"0"
38,"blue collar","single","high school","no","no","no","cellular","may","fri",2,0,"non existent",1.313,0,-1.8,92.893,-46.2,5099.1,"0"
30,"blue collar","married","basic 4y","no","yes","no","telephone","may","fri",4,0,"non existent",4.864,0,1.1,93.994,-36.4,5191,"0"
62,"retired","single","university degree","no","yes","yes","cellular","may","mon",1,0,"non existent",1.264,0,-1.8,92.893,-46.2,5099.1,"0"
30,"technician","single","professional course","no","yes","no","cellular","aug","thu",4,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
36,"admin","single","high school","no","yes","no","cellular","aug","fri",1,2,"success",0.849,3,-2.9,92.201,-31.4,5076.2,"1"
32,"student","single","university degree","no","no","no","telephone","may","fri",3,0,"non existent",4.855,0,1.1,93.994,-36.4,5191,"0"
56,"unemployed","married","basic 9y","no","yes","yes","cellular","nov","fri",2,0,"non existent",4.021,0,-0.1,93.2,-42,5195.8,"0"
39,"admin","married","high school","no","yes","no","cellular","nov","mon",1,0,"non existent",4.191,0,-0.1,93.2,-42,5195.8,"0"
36,"admin","single","high school","no","no","yes","telephone","may","fri",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
36,"technician","married","university degree","no","yes","no","cellular","aug","fri",1,0,"non existent",4.966,0,1.4,93.444,-36.1,5228.1,"0"
34,"blue collar","married","basic 6y","no","yes","no","cellular","may","tue",1,0,"non existent",1.291,0,-1.8,92.893,-46.2,5099.1,"0"
21,"student","single","high school","no","no","no","cellular","oct","tue",1,0,"non existent",0.982,0,-1.1,94.601,-49.5,4963.6,"1"
44,"blue collar","married","basic 9y","no","yes","no","cellular","apr","mon",3,0,"non existent",1.405,0,-1.8,93.075,-47.1,5099.1,"0"
31,"admin","married","high school","no","no","no","telephone","jun","thu",4,0,"non existent",4.961,0,1.4,94.465,-41.8,5228.1,"1"
37,"admin","single","professional course","no","no","no","cellular","aug","tue",1,0,"non existent",4.968,0,1.4,93.444,-36.1,5228.1,"0"
37,"technician","married","university degree","no","yes","no","telephone","may","tue",2,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
30,"blue collar","married","basic 9y","no","yes","no","cellular","jul","thu",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
47,"technician","divorced","professional course","no","yes","no","cellular","jul","mon",2,0,"non existent",4.962,0,1.4,93.918,-42.7,5228.1,"0"
41,"admin","divorced","high school","no","no","no","telephone","may","tue",3,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
33,"technician","married","professional course","no","yes","no","telephone","may","wed",1,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
57,"technician","married","professional course","no","yes","no","cellular","may","mon",2,0,"non existent",1.299,0,-1.8,92.893,-46.2,5099.1,"0"
29,"services","single","university degree","no","no","no","telephone","may","fri",5,0,"non existent",4.859,0,1.1,93.994,-36.4,5191,"0"
33,"admin","divorced","university degree","no","no","no","cellular","aug","thu",1,0,"non existent",4.962,0,1.4,93.444,-36.1,5228.1,"0"
40,"admin","divorced","professional course","no","yes","yes","cellular","aug","fri",4,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
43,"technician","married","university degree","no","yes","no","cellular","may","tue",1,1,"failure",1.291,0,-1.8,92.893,-46.2,5099.1,"1"
27,"admin","single","basic 9y","no","yes","yes","cellular","jul","tue",2,0,"non existent",4.961,0,1.4,93.918,-42.7,5228.1,"0"
41,"management","married","university degree","no","no","no","telephone","may","fri",6,0,"non existent",4.857,0,1.1,93.994,-36.4,5191,"0"
58,"retired","married","basic 4y","no","yes","no","cellular","jul","wed",1,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
28,"blue collar","married","basic 9y","no","no","yes","telephone","may","mon",1,0,"non existent",4.858,0,1.1,93.994,-36.4,5191,"0"
55,"admin","divorced","high school","no","yes","no","cellular","aug","tue",2,3,"success",0.904,6,-1.7,94.027,-38.3,4991.6,"1"
54,"self employed","married","university degree","no","no","no","cellular","oct","thu",3,0,"non existent",0.987,0,-1.1,94.601,-49.5,4963.6,"0"
56,"management","divorced","university degree","no","no","no","cellular","nov","wed",3,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
56,"unemployed","divorced","high school","no","yes","no","cellular","nov","fri",1,1,"failure",4.021,0,-0.1,93.2,-42,5195.8,"0"
40,"technician","married","high school","no","yes","no","cellular","nov","wed",1,0,"non existent",4.12,0,-0.1,93.2,-42,5195.8,"0"
49,"management","married","university degree","no","no","no","cellular","jul","mon",4,0,"non existent",4.96,0,1.4,93.918,-42.7,5228.1,"0"
30,"admin","single","university degree","no","no","no","cellular","aug","mon",4,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
29,"student","single","professional course","no","no","no","telephone","nov","fri",2,0,"non existent",4.021,0,-0.1,93.2,-42,5195.8,"0"
31,"admin","single","university degree","no","no","yes","cellular","aug","thu",1,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
30,"admin","married","high school","no","no","no","cellular","may","wed",1,1,"failure",1.281,0,-1.8,92.893,-46.2,5099.1,"0"
34,"admin","divorced","university degree","no","yes","no","cellular","aug","mon",4,0,"non existent",4.963,0,1.4,93.444,-36.1,5228.1,"0"
44,"entrepreneur","divorced","basic 4y","no","no","no","cellular","jul","fri",2,0,"non existent",4.963,0,1.4,93.918,-42.7,5228.1,"0"
32,"technician","single","university degree","no","no","no","cellular","may","fri",1,0,"non existent",1.25,0,-1.8,92.893,-46.2,5099.1,"0"
38,"housemaid","divorced","university degree","no","no","no","cellular","nov","wed",2,0,"non existent",1.03,0,-1.1,94.767,-50.8,4963.6,"1"
